rater_id,study,repeat1,repeat_stat,reprod,reprod_stat,n_diag,diag_id,validation,stat,coefs,author,pub_year,link1,link,link2,journal,country,lang,pub_type,crop,organ,dis_name,pathogen,pathogen_group,n_dev,n_valid,img_dev,sev_quant,diag_type,col_type,n_diagrams,min_sev,max_sev,n_sads,HB,id_rater,rater_exp,n_assess,id_assess,unaided_R2,aided_R2,unaided_a,aided_a,unaided_b,aided_b,n_citation_2017,Kind_of_lesion,lesion_number,coalesc,lesion_shape,Kind_of_organ
347,41,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Silva et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000300040,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Cienc Rural,Brazil,PT,Short communication,Citrus,Leaf,Citrus greasy spot,Mycosphaerella citri,Fungi,320,50,Digital,Assess,Drawing,Black-white,6,1,36,1,Yes,3,NA,1,0,0.04,0.56,20.56,3.45,0.28,1.05,4,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
355,41,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Silva et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000300040,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Cienc Rural,Brazil,PT,Short communication,Citrus,Leaf,Citrus greasy spot,Mycosphaerella citri,Fungi,320,50,Digital,Assess,Drawing,Black-white,6,1,36,1,Yes,11,NA,1,0,0.19,0.34,12.1,5.14,0.59,0.61,4,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
351,41,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Silva et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000300040,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Cienc Rural,Brazil,PT,Short communication,Citrus,Leaf,Citrus greasy spot,Mycosphaerella citri,Fungi,320,50,Digital,Assess,Drawing,Black-white,6,1,36,1,Yes,7,NA,1,0,0.33,0.42,10.4,2.9,0.87,0.75,4,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
359,41,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Silva et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000300040,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Cienc Rural,Brazil,PT,Short communication,Citrus,Leaf,Citrus greasy spot,Mycosphaerella citri,Fungi,320,50,Digital,Assess,Drawing,Black-white,6,1,36,1,Yes,15,NA,1,0,0.33,0.42,12.09,4.48,0.84,0.54,4,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
353,41,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Silva et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000300040,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Cienc Rural,Brazil,PT,Short communication,Citrus,Leaf,Citrus greasy spot,Mycosphaerella citri,Fungi,320,50,Digital,Assess,Drawing,Black-white,6,1,36,1,Yes,9,NA,1,0,0.35,0.51,6.19,1.3,1.16,0.55,4,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
358,41,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Silva et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000300040,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Cienc Rural,Brazil,PT,Short communication,Citrus,Leaf,Citrus greasy spot,Mycosphaerella citri,Fungi,320,50,Digital,Assess,Drawing,Black-white,6,1,36,1,Yes,14,NA,1,0,0.39,0.46,6.57,1.82,0.51,0.5,4,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
352,41,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Silva et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000300040,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Cienc Rural,Brazil,PT,Short communication,Citrus,Leaf,Citrus greasy spot,Mycosphaerella citri,Fungi,320,50,Digital,Assess,Drawing,Black-white,6,1,36,1,Yes,8,NA,1,0,0.41,0.54,12.35,4.5,0.87,0.74,4,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
356,41,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Silva et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000300040,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Cienc Rural,Brazil,PT,Short communication,Citrus,Leaf,Citrus greasy spot,Mycosphaerella citri,Fungi,320,50,Digital,Assess,Drawing,Black-white,6,1,36,1,Yes,12,NA,1,0,0.42,0.53,8.06,4.87,0.74,0.51,4,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
357,41,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Silva et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000300040,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Cienc Rural,Brazil,PT,Short communication,Citrus,Leaf,Citrus greasy spot,Mycosphaerella citri,Fungi,320,50,Digital,Assess,Drawing,Black-white,6,1,36,1,Yes,13,NA,1,0,0.42,0.58,8.03,2.24,0.79,0.38,4,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
354,41,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Silva et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000300040,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Cienc Rural,Brazil,PT,Short communication,Citrus,Leaf,Citrus greasy spot,Mycosphaerella citri,Fungi,320,50,Digital,Assess,Drawing,Black-white,6,1,36,1,Yes,10,NA,1,0,0.43,0.47,6.33,2.06,0.65,0.63,4,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
366,42,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Soares et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000500007&lng=en&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Soybean,Leaf,Target spot,Corynespora cassiicola,Fungi,NA,40,Digital,QUANT,Drawing,Black-gray/TrueColor,7,1,52,2,Yes,7,No,1,0,0.63,0.67,5.14,3.15,-0.02,-0.7,10,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
365,42,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Soares et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000500007&lng=en&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Soybean,Leaf,Target spot,Corynespora cassiicola,Fungi,NA,40,Digital,QUANT,Drawing,Black-gray/TrueColor,7,1,52,2,Yes,6,No,1,0,0.65,0.74,3.17,4.6,0.46,-0.35,10,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
363,42,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Soares et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000500007&lng=en&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Soybean,Leaf,Target spot,Corynespora cassiicola,Fungi,NA,40,Digital,QUANT,Drawing,Black-gray/TrueColor,7,1,52,2,Yes,4,No,1,0,0.71,0.82,4.77,2.21,-0.96,1.45,10,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
364,42,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Soares et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000500007&lng=en&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Soybean,Leaf,Target spot,Corynespora cassiicola,Fungi,NA,40,Digital,QUANT,Drawing,Black-gray/TrueColor,7,1,52,2,Yes,5,No,1,0,0.74,0.82,3.88,2.01,4.55,0.86,10,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
361,42,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Soares et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000500007&lng=en&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Soybean,Leaf,Target spot,Corynespora cassiicola,Fungi,NA,40,Digital,QUANT,Drawing,Black-gray/TrueColor,7,1,52,2,Yes,2,No,1,0,0.84,0.92,2.36,2.23,0.13,0.66,10,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
362,42,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Soares et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000500007&lng=en&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Soybean,Leaf,Target spot,Corynespora cassiicola,Fungi,NA,40,Digital,QUANT,Drawing,Black-gray/TrueColor,7,1,52,2,Yes,3,No,1,0,0.84,0.9,0.06,0.85,-0.01,0.47,10,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
367,42,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Soares et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000500007&lng=en&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Soybean,Leaf,Target spot,Corynespora cassiicola,Fungi,NA,40,Digital,QUANT,Drawing,Black-gray/TrueColor,7,1,52,2,Yes,8,No,1,0,0.86,0.84,2.19,1.06,4.38,-1.72,10,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
360,42,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Soares et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000500007&lng=en&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Soybean,Leaf,Target spot,Corynespora cassiicola,Fungi,NA,40,Digital,QUANT,Drawing,Black-gray/TrueColor,7,1,52,2,Yes,1,No,1,0,0.89,0.97,2.83,1.85,-1.41,1.17,10,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
373,43,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Sussel et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000300010&lng=pt&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Castor bean,Bunch,Gray mold,Amphobotrys ricini,Fungi,NA,40,Digital,UTHSCSA ImageTool,Photo,TrueColor,10,3,100,1,Yes,6,No,2,1,0.89,0.92,-6.69,-1.93,1.09,1.01,13,NL_IS_COAL,numerous_lesions,coalescent,isometric,Composite fruit
375,43,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Sussel et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000300010&lng=pt&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Castor bean,Bunch,Gray mold,Amphobotrys ricini,Fungi,NA,40,Digital,UTHSCSA ImageTool,Photo,TrueColor,10,3,100,1,Yes,8,No,2,1,0.9,0.97,-4.64,-4.58,0.99,1.09,13,NL_IS_COAL,numerous_lesions,coalescent,isometric,Composite fruit
371,43,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Sussel et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000300010&lng=pt&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Castor bean,Bunch,Gray mold,Amphobotrys ricini,Fungi,NA,40,Digital,UTHSCSA ImageTool,Photo,TrueColor,10,3,100,1,Yes,4,No,2,1,0.91,0.94,-5.34,-2.5,1.07,1.08,13,NL_IS_COAL,numerous_lesions,coalescent,isometric,Composite fruit
368,43,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Sussel et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000300010&lng=pt&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Castor bean,Bunch,Gray mold,Amphobotrys ricini,Fungi,NA,40,Digital,UTHSCSA ImageTool,Photo,TrueColor,10,3,100,1,Yes,1,No,2,1,0.92,0.97,6.33,-2.61,0.96,1.05,13,NL_IS_COAL,numerous_lesions,coalescent,isometric,Composite fruit
372,43,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Sussel et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000300010&lng=pt&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Castor bean,Bunch,Gray mold,Amphobotrys ricini,Fungi,NA,40,Digital,UTHSCSA ImageTool,Photo,TrueColor,10,3,100,1,Yes,5,No,2,1,0.92,0.96,1.47,-3.46,1.11,1.11,13,NL_IS_COAL,numerous_lesions,coalescent,isometric,Composite fruit
374,43,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Sussel et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000300010&lng=pt&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Castor bean,Bunch,Gray mold,Amphobotrys ricini,Fungi,NA,40,Digital,UTHSCSA ImageTool,Photo,TrueColor,10,3,100,1,Yes,7,No,2,1,0.92,0.97,-1.47,-4.78,1.09,1.08,13,NL_IS_COAL,numerous_lesions,coalescent,isometric,Composite fruit
376,43,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Sussel et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000300010&lng=pt&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Castor bean,Bunch,Gray mold,Amphobotrys ricini,Fungi,NA,40,Digital,UTHSCSA ImageTool,Photo,TrueColor,10,3,100,1,Yes,9,No,2,1,0.94,0.92,3.86,-2.97,0.96,1.03,13,NL_IS_COAL,numerous_lesions,coalescent,isometric,Composite fruit
370,43,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Sussel et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000300010&lng=pt&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Castor bean,Bunch,Gray mold,Amphobotrys ricini,Fungi,NA,40,Digital,UTHSCSA ImageTool,Photo,TrueColor,10,3,100,1,Yes,3,No,2,1,0.95,0.96,1.03,-1.97,1.01,1.01,13,NL_IS_COAL,numerous_lesions,coalescent,isometric,Composite fruit
369,43,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Sussel et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000300010&lng=pt&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Castor bean,Bunch,Gray mold,Amphobotrys ricini,Fungi,NA,40,Digital,UTHSCSA ImageTool,Photo,TrueColor,10,3,100,1,Yes,2,No,2,1,0.97,0.97,1.83,-1.46,0.96,1,13,NL_IS_COAL,numerous_lesions,coalescent,isometric,Composite fruit
377,43,1,R2_a_b,1,R2,1,1,Unaided_aided,LM,R2_a_b,Sussel et al.,2009,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762009000300010&lng=pt&nrm=iso&tlng=pt,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Castor bean,Bunch,Gray mold,Amphobotrys ricini,Fungi,NA,40,Digital,UTHSCSA ImageTool,Photo,TrueColor,10,3,100,1,Yes,10,No,2,1,0.97,0.98,-0.31,-2.99,1.02,1.05,13,NL_IS_COAL,numerous_lesions,coalescent,isometric,Composite fruit
378,44,0,NA,1,R2_freq,1,1,Unaided_aided,LM,R2_a_b,Capucho et al.,2010,"<a target = ""_blank"" href=""",http://www.sciencedirect.com/science/article/pii/S0261219410001079,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Crop Prot,Brazil,EN,Article,Maize,Leaf,white spot,Pantoea ananatis,Bacteria,284,41,Digital,QUANT,Drawing,Two-color,9,0.1,64,1,Yes,1,No,1,1,0.61,0.91,16.82,1.23,1.11,1.08,12,NL_IS_COAL,numerous_lesions,coalescent,isometric,Line_leaf
379,44,0,NA,1,R2_freq,1,1,Unaided_aided,LM,R2_a_b,Capucho et al.,2010,"<a target = ""_blank"" href=""",http://www.sciencedirect.com/science/article/pii/S0261219410001079,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Crop Prot,Brazil,EN,Article,Maize,Leaf,white spot,Pantoea ananatis,Bacteria,284,41,Digital,QUANT,Drawing,Two-color,9,0.1,64,1,Yes,2,No,1,1,0.81,0.92,6.2,0.65,1.19,1.22,12,NL_IS_COAL,numerous_lesions,coalescent,isometric,Line_leaf
382,44,0,NA,1,R2_freq,1,1,Unaided_aided,LM,R2_a_b,Capucho et al.,2010,"<a target = ""_blank"" href=""",http://www.sciencedirect.com/science/article/pii/S0261219410001079,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Crop Prot,Brazil,EN,Article,Maize,Leaf,white spot,Pantoea ananatis,Bacteria,284,41,Digital,QUANT,Drawing,Two-color,9,0.1,64,1,Yes,5,No,1,1,0.81,0.9,11.73,0.5,1,1.1,12,NL_IS_COAL,numerous_lesions,coalescent,isometric,Line_leaf
383,44,0,NA,1,R2_freq,1,1,Unaided_aided,LM,R2_a_b,Capucho et al.,2010,"<a target = ""_blank"" href=""",http://www.sciencedirect.com/science/article/pii/S0261219410001079,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Crop Prot,Brazil,EN,Article,Maize,Leaf,white spot,Pantoea ananatis,Bacteria,284,41,Digital,QUANT,Drawing,Two-color,9,0.1,64,1,Yes,6,No,1,1,0.85,0.97,3.96,0.71,0.97,1.16,12,NL_IS_COAL,numerous_lesions,coalescent,isometric,Line_leaf
380,44,0,NA,1,R2_freq,1,1,Unaided_aided,LM,R2_a_b,Capucho et al.,2010,"<a target = ""_blank"" href=""",http://www.sciencedirect.com/science/article/pii/S0261219410001079,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Crop Prot,Brazil,EN,Article,Maize,Leaf,white spot,Pantoea ananatis,Bacteria,284,41,Digital,QUANT,Drawing,Two-color,9,0.1,64,1,Yes,3,No,1,1,0.89,0.97,-3.1,-0.91,0.85,1.11,12,NL_IS_COAL,numerous_lesions,coalescent,isometric,Line_leaf
385,44,0,NA,1,R2_freq,1,1,Unaided_aided,LM,R2_a_b,Capucho et al.,2010,"<a target = ""_blank"" href=""",http://www.sciencedirect.com/science/article/pii/S0261219410001079,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Crop Prot,Brazil,EN,Article,Maize,Leaf,white spot,Pantoea ananatis,Bacteria,284,41,Digital,QUANT,Drawing,Two-color,9,0.1,64,1,Yes,8,No,1,1,0.89,0.95,0.93,-0.85,0.75,1.02,12,NL_IS_COAL,numerous_lesions,coalescent,isometric,Line_leaf
386,44,0,NA,1,R2_freq,1,1,Unaided_aided,LM,R2_a_b,Capucho et al.,2010,"<a target = ""_blank"" href=""",http://www.sciencedirect.com/science/article/pii/S0261219410001079,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Crop Prot,Brazil,EN,Article,Maize,Leaf,white spot,Pantoea ananatis,Bacteria,284,41,Digital,QUANT,Drawing,Two-color,9,0.1,64,1,Yes,9,No,1,1,0.92,0.94,0.43,-0.34,1.07,1.05,12,NL_IS_COAL,numerous_lesions,coalescent,isometric,Line_leaf
381,44,0,NA,1,R2_freq,1,1,Unaided_aided,LM,R2_a_b,Capucho et al.,2010,"<a target = ""_blank"" href=""",http://www.sciencedirect.com/science/article/pii/S0261219410001079,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Crop Prot,Brazil,EN,Article,Maize,Leaf,white spot,Pantoea ananatis,Bacteria,284,41,Digital,QUANT,Drawing,Two-color,9,0.1,64,1,Yes,4,No,1,1,0.93,0.96,5.27,-0.1,1.23,1.22,12,NL_IS_COAL,numerous_lesions,coalescent,isometric,Line_leaf
384,44,0,NA,1,R2_freq,1,1,Unaided_aided,LM,R2_a_b,Capucho et al.,2010,"<a target = ""_blank"" href=""",http://www.sciencedirect.com/science/article/pii/S0261219410001079,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Crop Prot,Brazil,EN,Article,Maize,Leaf,white spot,Pantoea ananatis,Bacteria,284,41,Digital,QUANT,Drawing,Two-color,9,0.1,64,1,Yes,7,No,1,1,0.93,0.95,6,-1.46,1.21,1.2,12,NL_IS_COAL,numerous_lesions,coalescent,isometric,Line_leaf
387,44,0,NA,1,R2_freq,1,1,Unaided_aided,LM,R2_a_b,Capucho et al.,2010,"<a target = ""_blank"" href=""",http://www.sciencedirect.com/science/article/pii/S0261219410001079,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Crop Prot,Brazil,EN,Article,Maize,Leaf,white spot,Pantoea ananatis,Bacteria,284,41,Digital,QUANT,Drawing,Two-color,9,0.1,64,1,Yes,10,No,1,1,0.93,0.97,-0.07,0.23,1.21,1.26,12,NL_IS_COAL,numerous_lesions,coalescent,isometric,Line_leaf
389,45,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Celoto and Papa,2010,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762010000400010,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Barbados cherry,Leaf,Target spot,Corynespora cassiicola,Fungi,100,50,Digital,UTHSCSA ImageTool,Photo,TrueColor,6,2,48,1,Yes,2,No,2,1,0.54,0.83,0.18,0.95,0.83,0.9,9,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
390,45,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Celoto and Papa,2010,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762010000400010,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Barbados cherry,Leaf,Target spot,Corynespora cassiicola,Fungi,100,50,Digital,UTHSCSA ImageTool,Photo,TrueColor,6,2,48,1,Yes,3,No,2,1,0.67,0.81,-1.29,3.98,0.7,0.93,9,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
388,45,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Celoto and Papa,2010,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762010000400010,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Barbados cherry,Leaf,Target spot,Corynespora cassiicola,Fungi,100,50,Digital,UTHSCSA ImageTool,Photo,TrueColor,6,2,48,1,Yes,1,No,2,1,0.74,0.84,0.02,1.6,0.68,0.79,9,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
396,45,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Celoto and Papa,2010,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762010000400010,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Barbados cherry,Leaf,Target spot,Corynespora cassiicola,Fungi,100,50,Digital,UTHSCSA ImageTool,Photo,TrueColor,6,2,48,1,Yes,9,No,2,1,0.74,0.87,4.81,3.28,0.74,0.93,9,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
397,45,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Celoto and Papa,2010,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762010000400010,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Barbados cherry,Leaf,Target spot,Corynespora cassiicola,Fungi,100,50,Digital,UTHSCSA ImageTool,Photo,TrueColor,6,2,48,1,Yes,10,No,2,1,0.8,0.82,6.19,2.57,0.81,0.92,9,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
392,45,0,NA,0,NA,1,1,Unaided_aided,LM,R2_a_b,Celoto and Papa,2010,"<a target = ""_blank"" href=""",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762010000400010,"""><i class=""fa fa-external-link"" aria-hidden=""true""></i></a>",Trop Plant Pathol (Fitopatol Bras),Brazil,PT,Short communication,Barbados cherry,Leaf,Target spot,Corynespora cassiicola,Fungi,100,50,Digital,UTHSCSA ImageTool,Photo,TrueColor,6,2,48,1,Yes,5,No,2,1,0.85,0.87,1.44,1.83,0.76,0.8,9,NL_HET_COAL,numerous_lesions,coalescent,heterometric,Wide_leaf
